,0,1,2,3,label
0,181.78291595971274,172.7369520222568,156.09451975609707,n,0.0
1,77.61688042387262,97.17763883783249,97.09909775965619,n,0.0
2,37.58527109501732,61.78184806725095,52.549707467862895,n,1.0
3,137.38784805105976,129.3639634790158,113.56589152781109,n,0.0
4,65.82938677569618,71.57046405298051,50.28108441174059,h,1.0
5,172.37130075695185,147.38214039917344,135.33665568778767,h,0.0
6,126.6378919905492,105.1213695758798,97.04482927937079,h,0.0
7,212.23954676021373,216.10799021167867,217.5815246304076,h,0.0
8,38.79478805495315,50.788469990683424,45.25860721794701,b,1.0
9,133.46114976950895,122.86402844647729,117.19812171424886,b,0.0
10,80.80310677888403,81.76739803573966,74.02241403517691,b,1.0
11,200.77906751795314,178.67450183791556,168.52584639203982,b,0.0
12,63.20427741480083,52.96922086123443,43.650078490815474,d,1.0
13,173.761481537011,144.8518369524004,134.34729485727212,d,0.0
14,212.72458031946888,208.27773986635782,204.7261596053536,d,0.0
15,124.43051747570384,96.62214139260992,89.6086604708653,d,0.0
16,92.01369922895964,99.76331054292672,88.52430457993228,e,1.0
17,155.04925481100693,138.7016606639813,127.93210416064483,e,0.0
18,213.54674400694242,202.4925907463801,192.14927266953168,e,0.0
19,59.9460140785505,54.3409832903971,36.02115906489976,e,1.0
20,116.870394693985,93.49532832158992,90.27854008892194,c,0.0
21,194.1506971699122,192.27633132306508,193.1448422194657,c,0.0
22,157.1016677382114,134.52604469992556,130.46644480584405,c,0.0
23,54.484970738034534,50.14144474830749,43.79667209204196,c,1.0
24,159.34881601511884,140.23348854305448,132.93217742922002,g,0.0
25,62.3064315476622,65.20032610667525,49.03500211352265,g,1.0
26,196.8501845668518,196.48093298239962,196.13613835890618,g,0.0
27,117.07190872793927,102.76657932495725,97.35151912158268,g,0.0
28,159.2555198213596,143.09005848929985,134.61336255016988,a,0.0
29,66.96945359380895,65.9198814841238,53.881529275544466,a,1.0
30,197.48817144994086,189.33927551360068,181.50536766010873,a,0.0
31,121.46729192811894,105.78453740980495,98.61711836503473,a,0.0
32,146.72517013590738,133.8691825154936,123.46581473897533,f,0.0
33,88.69876498082226,82.27866697997379,64.1924506297022,f,1.0
34,211.02579380044716,199.00443095262708,184.49228825689875,f,0.0
35,45.28615270375289,45.19643398407969,28.48925497074658,f,1.0
